iter	RMSE
369	11384.78558
370	11380.91989
371	11356.6544
372	11306.48128
373	11283.12481
374	11271.09048
375	11240.91304
376	11216.64549
377	11210.18578
378	11205.48316
379	11189.79931
380	11165.3169
381	11134.40885
382	11112.96902
383	11094.59122
384	11059.90051
385	11022.09289
386	11011.35316
387	11002.92309
388	10997.71253
389	10974.69854
390	10947.69699
391	10926.668
392	10923.46437
393	10903.5628
394	10898.65692
395	10873.13647
396	10851.57706
397	10827.39875
398	10802.30751
399	10781.41022
400	10756.67926
401	10741.64124
402	10723.31784
403	10702.38998
404	10672.06844
405	10650.00129
406	10622.81918
407	10601.07031
408	10597.56049
409	10587.7318
410	10560.33713
411	10544.33618
412	10526.24796
413	10513.38559
414	10498.09422
415	10489.726
416	10481.67008
417	10471.4083
418	10456.61848
419	10438.46307
420	10424.24707
421	10414.44905
422	10397.17781
423	10380.95433
424	10342.87552
425	10319.75137
426	10305.45616
427	10286.39559
428	10270.2803
429	10253.63865
430	10238.8427
431	10221.5593
432	10201.14938
433	10174.07696
434	10152.71166
435	10130.2871
436	10115.15757
437	10104.89586
438	10081.85454
439	10059.12553
440	10047.20944
441	10029.3219
442	10014.19616
443	9994.083471
444	9978.10183
445	9955.069478
446	9944.076752
447	9922.179847
448	9910.062111
449	9897.466572
450	9885.657412
451	9864.401398
452	9845.241737
453	9836.110005
454	9830.070381
455	9808.439293
456	9777.604337
457	9761.87314
458	9742.928471
459	9724.312238
460	9711.847198
461	9695.225222
462	9664.208761
463	9640.133926
464	9625.726192
465	9623.776517
466	9617.52848
467	9595.035845
468	9573.604152
469	9563.128586
470	9536.599221
471	9515.88615
472	9494.971839
473	9476.460815
474	9455.826946
475	9440.040899
476	9418.251203
477	9404.906536
478	9381.108625
479	9365.726074
480	9350.651094
481	9324.948773
482	9309.889155
483	9290.537126
484	9264.348979
485	9248.88261
486	9237.398989
487	9228.367996
488	9207.670884
489	9205.39724
490	9189.172777
491	9167.190509
492	9144.527828
493	9132.630611
494	9120.579801
495	9105.640793
496	9087.796461
497	9071.946612
498	9059.11294
499	9042.894772
500	9025.857895
501	9010.949391
502	8992.812771
503	8976.614232
504	8960.193547
505	8951.113221
506	8936.088466
507	8908.085367
508	8886.213096
509	8861.678492
510	8850.151224
511	8838.555601
512	8821.720799
513	8819.524934
514	8811.15769
515	8792.61414
516	8790.199743
517	8769.70515
518	8751.318158
519	8731.407027
520	8717.202838
521	8702.014491
522	8675.052617
523	8651.209422
524	8628.868719
525	8610.086225
526	8595.239996
527	8582.094694
528	8564.120565
529	8546.802849
530	8537.319928
531	8533.678651
532	8516.993869
533	8502.971975
534	8484.753217
535	8480.572812
536	8478.601507
537	8457.60518
538	8438.178749
539	8422.099707
540	8420.372584
541	8396.831338
542	8386.816475
543	8363.147891
544	8340.420314
545	8324.003423
546	8304.32459
547	8299.987482
548	8279.928247
549	8261.883059
550	8240.382109
551	8227.363697
552	8214.476312
553	8198.66472
554	8183.341463
555	8169.754693
556	8156.862396
557	8137.639293
558	8121.264795
559	8097.310832
560	8095.348584
561	8080.481048
562	8061.388018
563	8049.988099
564	8048.268476
565	8039.962196
566	8026.142081
567	8023.851365
568	8022.171821
569	8010.883979
570	8003.896938
571	8002.378716
572	7987.786462
573	7976.212924
574	7968.459663
575	7951.579144
576	7935.661752
577	7925.037894
578	7911.99142
579	7903.318979
580	7887.711623
581	7877.462272
582	7862.087915
583	7840.799781
584	7839.110923
585	7819.273925
586	7807.007099
587	7798.245558
588	7782.904452
589	7765.512304
590	7754.503833
591	7742.247688
592	7730.21838
593	7710.800449
594	7709.670333
595	7708.467022
596	7695.872747
597	7682.683132
598	7670.71663
599	7658.638796
600	7657.299992
601	7643.28889
602	7621.974052
603	7609.076173
604	7587.720694
605	7586.351573
606	7579.761948
607	7578.475148
608	7569.246325
609	7563.611888
610	7554.490988
611	7540.565973
612	7528.788748
613	7527.371123
614	7510.156683
615	7491.610604
616	7472.698641
617	7459.106345
618	7443.081841
619	7434.856442
620	7418.459944
621	7400.623388
622	7377.018974
623	7362.115481
624	7343.473852
625	7342.473725
626	7326.102994
627	7316.367255
628	7299.637732
629	7287.905061
630	7271.663107
631	7257.938744
632	7251.364124
633	7239.681123
634	7221.806225
635	7212.933014
636	7204.801079
637	7194.47983
638	7183.91906
639	7182.981899
640	7171.37662
641	7160.249318
642	7142.308921
643	7131.552733
644	7118.537546
645	7108.992423
646	7097.73733
647	7084.987024
648	7077.019273
649	7063.695143
650	7062.787482
651	7051.897361
652	7034.070987
653	7015.334888
654	6998.906408
655	6988.466616
656	6973.646076
657	6959.519
658	6943.700805
659	6929.00498
660	6916.148406
661	6900.003837
662	6887.122893
663	6877.307678
664	6876.308954
665	6869.939903
666	6854.100634
667	6840.755653
668	6835.514323
669	6834.091985
670	6822.344098
671	6815.040383
672	6805.177468
673	6789.266669
674	6779.208223
675	6777.921731
676	6761.287473
677	6747.849908
678	6746.159031
679	6741.624991
680	6726.32323
681	6714.965736
682	6703.304278
683	6699.774966
684	6688.674286
685	6681.807298
686	6669.961242
687	6655.807408
688	6647.119953
689	6645.798665
690	6633.835846
691	6621.62589
692	6615.130091
693	6607.333951
694	6594.666901
695	6579.810598
696	6563.024039
697	6549.727484
698	6541.955583
699	6526.86707
700	6517.717643
701	6508.45688
702	6493.932704
703	6476.292173
704	6466.289572
705	6455.785925
706	6452.580641
707	6445.896628
708	6436.095354
709	6432.262616
710	6421.637892
711	6407.961142
712	6405.441385
713	6390.835798
714	6376.131163
715	6368.336722
716	6359.071999
717	6349.328553
718	6340.207967
719	6328.491453
720	6327.480122
721	6314.059665
722	6303.285966
723	6298.564714
724	6284.531057
725	6276.062724
726	6270.707082
727	6267.640865
728	6258.855331
729	6247.464432
730	6230.271679
731	6224.38923
732	6217.169873
733	6201.134404
734	6189.312154
735	6187.329472
736	6177.195333
737	6168.2821
738	6162.79134
739	6152.516918
740	6139.77202
741	6130.719209
742	6120.511716
743	6104.007104
744	6103.355741
745	6089.678077
746	6078.937046
747	6074.185984
748	6064.794395
749	6052.247977
750	6042.380017
751	6039.021571
752	6030.570552
753	6024.60393
754	6018.893393
755	6008.612364
756	5994.725313
757	5988.625874
758	5977.620675
759	5963.453914
760	5954.646817
761	5943.881308
762	5930.667871
763	5912.268394
764	5905.469389
765	5896.74053
766	5882.211397
767	5881.564183
768	5879.625003
769	5867.714501
770	5855.468461
771	5852.568014
772	5842.369882
773	5828.542769
774	5817.798474
775	5814.139874
776	5807.747656
777	5801.431978
778	5795.379304
779	5784.685222
780	5772.98243
781	5763.277345
782	5760.335825
783	5748.551936
784	5736.972075
785	5736.367579
786	5726.194553
787	5725.539006
788	5724.81225
789	5722.70662
790	5722.130702
791	5710.957431
792	5703.444049
793	5702.141577
794	5693.055682
795	5687.726052
796	5680.968522
797	5679.765921
798	5670.732687
799	5661.725138
800	5653.724474
801	5645.774353
802	5644.177986
803	5635.191551
804	5624.045731
805	5616.139708
806	5608.603652
807	5604.005316
808	5596.761222
809	5586.040011
810	5585.496658
811	5578.162916
812	5570.163652
813	5554.923126
814	5547.934729
815	5545.729707
816	5529.21877
817	5528.48198
818	5521.958185
819	5521.268327
820	5520.722133
821	5514.617387
822	5503.839319
823	5495.503341
824	5491.706903
825	5483.586833
826	5473.448829
827	5466.438191
828	5456.040746
829	5448.205891
830	5441.057956
831	5433.421757
832	5432.727465
833	5419.75406
834	5408.624081
835	5396.250335
836	5385.057683
837	5378.294661
838	5372.108393
839	5361.762947
840	5352.512029
841	5344.637834
842	5344.092662
843	5331.363475
844	5325.32065
845	5314.566588
846	5304.216204
847	5297.306763
848	5289.983747
849	5273.046869
850	5260.908033
851	5253.766329
852	5244.726273
853	5233.607387
854	5218.454669
855	5205.902706
856	5194.846918
857	5194.125635
858	5193.477187
859	5192.057245
860	5186.801482
861	5185.479463
862	5176.138473
863	5174.875976
864	5166.059375
865	5154.486244
866	5144.081601
867	5140.71122
868	5139.426532
869	5128.386774
870	5119.634094
871	5112.154768
872	5111.513887
873	5104.653901
874	5100.543923
875	5092.066948
876	5085.587618
877	5079.938395
878	5065.641301
879	5056.455947
880	5053.01758
881	5043.241824
882	5040.317838
883	5036.125718
884	5030.716013
885	5015.772164
886	5011.247036
887	5003.954317
888	4997.355611
889	4989.905032
890	4989.327238
891	4988.877316
892	4976.35375
893	4962.940251
894	4962.284602
895	4950.702541
896	4944.303336
897	4938.648848
898	4929.840781
899	4925.414048
900	4919.795382
901	4914.602447
902	4909.266196
903	4900.549246
904	4895.207507
905	4882.164753
906	4872.400729
907	4867.422382
908	4861.440725
909	4849.331382
910	4842.117204
911	4837.007542
912	4835.73433
913	4834.656372
914	4829.079675
915	4819.169565
916	4811.623362
917	4810.064098
918	4809.627684
919	4800.981245
920	4799.637218
921	4794.233481
922	4786.475053
923	4776.328897
924	4769.527264
925	4768.471764
926	4762.282016
927	4755.716223
928	4749.641693
929	4748.293736
930	4741.448343
931	4736.419152
932	4729.171592
933	4720.855964
934	4707.660576
935	4702.405814
936	4694.464129
937	4691.898371
938	4683.074672
939	4682.047167
940	4679.189382
941	4676.25113
942	4666.433213
943	4657.312594
944	4651.500802
945	4649.930637
946	4640.187939
947	4631.109072
948	4622.573313
949	4614.859837
950	4606.173757
951	4597.186582
952	4594.500828
953	4584.922355
954	4579.261128
955	4570.644302
956	4568.890277
957	4561.022417
958	4550.463407
959	4541.293037
960	4539.881285
961	4535.265398
962	4531.395581
963	4530.899795
964	4525.561178
965	4516.156184
966	4510.527329
967	4501.182327
968	4496.007084
969	4495.062288
970	4494.359819
971	4489.377041
972	4486.241877
973	4483.848556
974	4477.210721
975	4462.670988
976	4455.888804
977	4445.940522
978	4439.604627
979	4428.593036
980	4418.276245
981	4417.538144
982	4412.689874
983	4403.231814
984	4398.181979
985	4387.12337
986	4376.618483
987	4370.626086
988	4362.744271
989	4360.244051
990	4358.914238
991	4358.097422
992	4348.698214
993	4337.874192
994	4335.506834
995	4329.658539
996	4320.920163
997	4313.499754
998	4306.876731
999	4301.639613
